argo_id,CYCLE_NUMBER,DATE_CREATION,DATE_UPDATE,CONFIG_MISSION_NUMBER,DIRECTION,PRES,TEMP,PSAL,DATA_MODE,LATITUDE,LONGITUDE,PROJECT_NAME,PI_NAME,DATA_CENTRE,PLATFORM_TYPE,FIRMWARE_VERSION
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',55.3,28.067,36.434,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',55.3,28.067,36.434,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',55.3,28.067,36.434,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',65.4,27.959,36.452,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',65.4,27.959,36.452,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',65.4,27.959,36.452,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',65.4,27.959,36.452,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',65.4,27.959,36.452,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',65.4,27.959,36.452,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',65.4,27.959,36.452,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',65.4,27.959,36.452,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',75.6,27.908,36.454,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',75.6,27.908,36.454,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',75.6,27.908,36.454,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',75.6,27.908,36.454,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',75.6,27.908,36.454,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',75.6,27.908,36.454,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',75.6,27.908,36.454,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',75.6,27.908,36.454,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',85.4,27.884,36.459,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',85.4,27.884,36.459,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
6990715,17.0,b'20250913152633',b'20250913152633',1.0,b'A',85.4,27.884,36.459,b'R',10.33333,68.76666999999999,b'Argo INDIA                                                      ',b'M Ravichandran                                                  ',b'IN',b'                                ',b'160414          '
